44578	TGD2024072462064		6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	1	5	6		1721887200000	0	0	0	2	1	5		0	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721804397148		hongrui03	1721804398051	hongrui03
44579	TGD2024072463017		6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	1	5	6		1721887200000	0	0	0	2	1	5		0	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721804405149		hongrui03	1721804405851	hongrui03
44580	TGD2024072463018		6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	1	5	6		1721887200000	0	0	0	2	1	5		0	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721804420231		hongrui03	1721804421537	hongrui03
44581	TGD2024072463019		6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	1	5	6		1721887200000	0	0	0	2	1	5		0	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721804441060		hongrui03	1721804442179	hongrui03
44582	TGD2024072463020	SJCK2024072400211558	6031	小美企业测试	1	1	143240685313447	美团优选-PC加工仓（保定）-BD0065	7	0	0	6	4		1721811600000	1721804516698	0	0	1	3	5		0	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721804516095		6031	1721804517189	6031
44583	TGD20240724001452	SJCK2024072400211559	6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	1	12	9		1721887200000	1721812119005	0	1721812388816	2	1	5		0	0	1	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721805369367		chenliping09	1721812408139	System
44584	TGD20240724001453	SJCK2024072400211560	6031	小美企业测试	2	2	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	1	12	9		1721887200000	1721810776365	0	1721810946808	2	1	5		0	0	1	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721805613912		chenliping09	1721810966602	chenliping09
44585	TGD20240724001454	SJCK2024072400211561	6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	1	12	6		1721808000000	0	0	0	1	3	5		0	0	1	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721805785341		6031	1721805785652	6031
44586	TGD20240724001455	SJCK2024072400211562	6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	1	12	6		1721808000000	0	0	0	1	3	5		0	0	1	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721805886749		6031	1721805887054	6031
44587	TGD2024072462065	SJCK2024072400211563	6031	小美企业测试	1	3	10046421	RDC中心仓库（杭州）-HZ2001	2	0	0	1	5		1721808000000	1721805903917	0	1721806823939	1	4	2		2	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721805901839		6031	1721806823939	system
44588	TGD2024072462066	SJCK2024072400211564	6031	小美企业测试	1	3	10000402	RDC中心仓库（武汉）-WH0045	2	0	0	1	5		1721811600000	1721805936727	0	1721806824289	1	4	5		2	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721805936133		6031	1721806824289	system
44589	TGD2024072463021	SJCK2024072400211565	6031	小美企业测试	1	3	10000402	RDC中心仓库（武汉）-WH0045	2	0	0	1	5		1721808000000	1721806003815	0	1721806824626	1	4	5		2	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721806003224		6031	1721806824626	system
44590	TGD20240724000423	SJCK2024072400211566	6031	小美企业测试	1	1	10017874	RDC中心仓库（南昌）-NC0001	2	0	0	1	4		1721809800000	1721806036624	0	0	1	4	5		0	0	1	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721806036148		6031	1721806037164	6031
44591	TGD20240724001456	SJCK2024072400211567	6031	小美企业测试	1	1	10017874	RDC中心仓库（南昌）-NC0001	2	0	0	1	4		1721811600000	1721806067800	0	0	1	4	5		0	0	1	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721806067393		6031	1721806068206	6031
44592	TGD20240724000424	SJCK2024072400210751	6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	1	12	6		1721808000000	0	0	0	1	3	5		0	0	1	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721806211730		6031	1721806212025	6031
44593	TGD20240724001457	SJCK2024072400211568	6031	小美企业测试	2	2	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	1	12	10		1721815200000	0	0	0	1	3	5		0	0	1	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721806373956		6031	1721807321333	chenliping09
44594	TGD20240724001458	SJCK2024072400210752	6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	1	12	6		1721808000000	0	0	0	1	3	5		0	0	1	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721806733184		6031	1721806733733	6031
44595	TGD20240724001459	SJCK2024072400210753	6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	1	12	9		1721811600000	1721813517371	0	1721813807394	1	3	5	TGFY2024072400126027	0	0	1	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721808290500		6031	1721813827380	System
44596	TGD20240724001460	SJCK2024072400210754	6031	小美企业测试	2	2	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	1	12	9		1721815200000	1721809521427	0	1721809942334	1	3	5		0	0	1	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721808451194		6031	1721809962578	chenliping09
44597	TGD2024072463022	SJCK2024072400211569	10178	长沙市望城区大刚批发部	1	1	142958687180976	RDC中心仓库（保定）-LZ3003	2	143129965801915	0	1	6	TG0101240724078710	1721815200000	0	0	0	3	2	5		0	0	0	2024-07-24 08:00:00	2024-07-24 09:00:00	{"collectTypeFlag": "0"}	1	1721809455215		system	1721809456278	system
44598	TGD2024072463023	SJCK2024072400210755	158603	裕华妍妍子综合经销处	1	1	142958687180976	RDC中心仓库（保定）-LZ3003	2	143129965801915	0	1	4	TG0101240724078711	1721815200000	1721809456945	0	0	3	2	5		0	0	0	2024-07-24 08:00:00	2024-07-24 09:00:00	{"collectTypeFlag": "0"}	1	1721809456238		system	1721809457370	system
44599	TGD2024072462067	SJCK2024072400210756	180686	故城县忆迪日杂百货店	1	1	142958687180976	RDC中心仓库（保定）-LZ3003	2	143129965801915	0	1	4	TG0101240724083694	1721815200000	1721809457472	0	0	3	2	5		0	0	0	2024-07-24 08:00:00	2024-07-24 09:00:00	{"collectTypeFlag": "0"}	1	1721809456863		system	1721809457911	system
44600	TGD2024072463024	SJCK2024072400210757	6031	小美企业测试	1	1	142958687180976	RDC中心仓库（保定）-LZ3003	2	143129965801915	0	1	4	TG0101240724078712	1721815200000	1721809458057	0	0	3	2	5		0	0	0	2024-07-24 08:00:00	2024-07-24 09:00:00	{"collectTypeFlag": "0"}	1	1721809457438		system	1721809458498	system
44601	TGD2024072463025	SJCK2024072400211570	62250	成都谷愚商贸有限公司	1	1	142958687180976	RDC中心仓库（保定）-LZ3003	2	143129965801915	0	1	4	TG0101240724078713	1721815200000	1721809458588	0	0	3	2	5		0	0	0	2024-07-24 08:00:00	2024-07-24 09:00:00	{"collectTypeFlag": "0"}	1	1721809458010		system	1721809459041	system
44602	TGD2024072463026	SJCK2024072400210758	6856	湖北绿恩农副产品有限公司	1	1	142958687180976	RDC中心仓库（保定）-LZ3003	2	143129965801915	0	1	4	TG0101240724083695	1721815200000	1721809459805	0	0	3	2	5		0	0	0	2024-07-24 08:00:00	2024-07-24 09:00:00	{"collectTypeFlag": "0"}	1	1721809459191		system	1721809460416	system
44603	TGD2024072462068	SJCK2024072400211571	8501	武汉蔡林记电子商务有限公司	1	1	142958687180976	RDC中心仓库（保定）-LZ3003	2	143129965801915	0	1	4	TG0101240724078714	1721815200000	1721809460343	0	0	3	2	5		0	0	0	2024-07-24 08:00:00	2024-07-24 09:00:00	{"collectTypeFlag": "0"}	1	1721809459767		system	1721809460791	system
44604	TGD2024072463027	SJCK2024072400210759	9625	成都虾米电子商务有限公司	1	1	142958687180976	RDC中心仓库（保定）-LZ3003	2	143129965801915	0	1	4	TG0101240724078715	1721815200000	1721809461205	0	0	3	2	5		0	0	0	2024-07-24 08:00:00	2024-07-24 09:00:00	{"collectTypeFlag": "0"}	1	1721809460577		system	1721809461652	system
44605	TGD2024072462069	SJCK2024072400210766	6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	1	5	9		1721887200000	1721810120121	0	1721810317994	2	1	5		0	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721809865144		hongrui03	1721810337227	yxx_wangbeidou
44606	TGD2024072462070	SJCK2024072400210767	6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	1	5	10		1721887200000	0	0	0	2	1	5		0	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721810457365		hongrui03	1721810529100	yxx_wangbeidou
44607	TGD2024072462071	SJCK2024072400211584	6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	5	5	9		1721887200000	1721812588282	0	1721812677156	2	1	5		0	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721812525568		hongrui03	1721812697214	yxx_wangbeidou
44608	TGD2024072462072	SJCK2024072400211585	6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	5	5	10		1721887200000	0	0	0	2	1	5		0	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721812742822		hongrui03	1721812763354	yxx_wangbeidou
44609	TGD2024072463028	SJCK2024072400211586	6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	5	5	3		1721887200000	0	0	0	2	1	5		0	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721812841255		hongrui03	1721812855569	6031
44610	TGD2024072462073	SJCK2024072400210779	6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	5	5	9		1721887200000	1721813221417	0	1721813315022	2	1	5		0	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721813151579		hongrui03	1721813335204	yxx_wangbeidou
44611	TGD2024072462074	SJCK2024072400211588	6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	5	5	10		1721887200000	0	0	0	2	1	5		0	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721813413156		hongrui03	1721813657624	yxx_wangbeidou
44612	TGD2024072463029	SJCK2024072400211589	6031	小美企业测试	1	1	143059886607755	美团优选-协同仓（济南）-001-山东高盛-JN0038	6	0	5	5	3		1721887200000	0	0	0	2	1	5		0	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721813843169		hongrui03	1721813860665	6031
44613	TGD2024072462075	SJCK2024072400210780	6031	小美企业测试	1	1	143180124832199	美团优选-PC加工仓（济南）-JN0049	7	0	0	1	6		1721815200000	0	0	0	2	1	5		0	0	0	2024-07-25 08:00:00	2024-07-25 09:00:00		1	1721814128502		hongrui03	1721814129048	hongrui03
